"","danceability","energy","loudness","tempo","valence"
"2063",0.74,0.392,-11.996,82.742,0.387
"2064",0.367,0.215,-16.652,98.742,0.266
"2065",0.703,0.478,-8.062,117.562,0.734
"2066",0.558,0.636,-6.992,90.595,0.721
"2067",0.46,0.708,-9.835,194.95,0.542
"2068",0.764,0.544,-8.899,106.86,0.866
"2069",0.729,0.324,-13.017,116.855,0.679
"2070",0.537,0.7,-6.852,117.111,0.695
"2071",0.662,0.689,-6.227,126.624,0.947
"2072",0.59,0.355,-14.051,133.03,0.499
"2073",0.529,0.127,-16.066,63.05,0.578
"2074",0.493,0.688,-8.143,147.403,0.533
"2075",0.715,0.423,-12.663,98.623,0.596
"2076",0.728,0.528,-9.711,122.079,0.963
"2077",0.653,0.519,-10.164,98.883,0.822
"2078",0.403,0.495,-6.888,132.91,0.38
"2079",0.321,0.474,-9.383,121.199,0.804
"2080",0.525,0.52,-11.725,112.554,0.523
"2081",0.575,0.764,-7.448,123.821,0.536
"2082",0.605,0.837,-10.059,157.225,0.93
"2083",0.618,0.842,-4.87,150.741,0.811
"2084",0.273,0.373,-9.989,77.591,0.147
"2085",0.581,0.368,-11.264,103.716,0.568
"2086",0.779,0.796,-3.526,120.989,0.963
"2087",0.524,0.519,-11.903,110.121,0.847
"2088",0.481,0.438,-7.186,127.593,0.574
"2089",0.687,0.63,-10.817,110.051,0.926
"2090",0.63,0.644,-6.321,131.593,0.926
"2091",0.487,0.532,-7.496,70.838,0.609
"2092",0.249,0.66,-6.905,149.813,0.435
"2093",0.621,0.708,-9.057,110.533,0.624
"2094",0.729,0.637,-7.732,126.489,0.856
"2095",0.689,0.527,-9.934,110.519,0.777
"2096",0.262,0.328,-12.897,207.074,0.533
"2097",0.453,0.654,-8.855,115,0.702
"2098",0.436,0.496,-10.573,110.677,0.651
"2099",0.64,0.296,-12.266,119.647,0.387
"2100",0.539,0.364,-13.56,123.056,0.59
"2101",0.402,0.493,-9.99,124.103,0.692
"2102",0.564,0.535,-7.13,124.224,0.463
"2103",0.533,0.781,-5.665,177.917,0.785
"2104",0.497,0.569,-10.632,120.531,0.811
"2105",0.364,0.457,-14.162,163.219,0.175
"2106",0.706,0.206,-22.008,108.817,0.62
"2107",0.647,0.513,-12.372,131.641,0.955
"2108",0.543,0.715,-8.89,124.011,0.468
"2109",0.463,0.891,-7.894,126.741,0.908
"2110",0.546,0.568,-9.604,112.584,0.488
"2111",0.549,0.722,-11.729,103.885,0.716
"2112",0.467,0.783,-5.207,160.841,0.591
"2113",0.408,0.436,-7.712,175.024,0.474
"2114",0.638,0.428,-12.156,139.434,0.901
"2115",0.483,0.721,-6.836,95.261,0.562
"2116",0.413,0.725,-5.787,124.618,0.44
"2117",0.405,0.378,-12.342,90.851,0.563
"2118",0.319,0.275,-13.195,75.754,0.253
"2119",0.487,0.464,-9.821,121.242,0.851
"2120",0.641,0.774,-5.916,89.787,0.942
"2121",0.39,0.31,-14.545,177.515,0.584
"2122",0.574,0.364,-9.672,112.094,0.398
"2123",0.558,0.733,-7.237,104.582,0.625
"2124",0.49,0.715,-5.549,130.726,0.866
"2125",0.567,0.198,-18.681,92.467,0.321
"2126",0.484,0.59,-6.663,140.588,0.324
"2127",0.299,0.443,-12.621,139.539,0.434
"2128",0.63,0.519,-10.997,143.942,0.502
"2129",0.451,0.364,-13.126,154.206,0.298
"2130",0.684,0.481,-12.59,115.078,0.784
"2131",0.295,0.584,-6.696,117.2,0.228
"2132",0.805,0.558,-5.226,114.95,0.965
"2133",0.52,0.179,-21.976,155.746,0.407
"2134",0.431,0.379,-9.59,86.172,0.665
"2135",0.414,0.404,-9.928,71.105,0.224
"2136",0.776,0.516,-9.981,115.989,0.806
"2137",0.775,0.559,-8.377,122.229,0.804
"2138",0.729,0.844,-8.824,131.459,0.777
"2139",0.494,0.698,-12.049,95.842,0.778
"2140",0.697,0.809,-8.197,125.941,0.98
"2141",0.579,0.508,-9.484,147.125,0.609
"2142",0.545,0.67,-8.81,151.553,0.481
"2143",0.642,0.735,-8.866,99.682,0.864
"2144",0.731,0.797,-9.992,148.192,0.933
"2145",0.6,0.507,-9.98,136.611,0.333
"2146",0.559,0.868,-5.276,156.295,0.609
"2147",0.764,0.775,-6.907,124.424,0.936
"2148",0.539,0.648,-7.336,118.89,0.493
"2149",0.479,0.416,-11.451,79.593,0.514
"2150",0.597,0.643,-6.303,167.963,0.823
"2151",0.609,0.661,-9.549,97.93,0.892
"2152",0.597,0.812,-12.062,135.68,0.823
"2153",0.618,0.748,-8.905,134.001,0.662
"2154",0.625,0.758,-6.213,119.719,0.695
"2155",0.601,0.643,-5.828,128.262,0.552
"2156",0.268,0.459,-6.94,64.177,0.175
"2157",0.694,0.394,-15.881,104.126,0.719
"2158",0.823,0.338,-15.899,120.473,0.785
"2159",0.606,0.457,-14.035,92.033,0.813
"2160",0.571,0.652,-11.034,117.956,0.947
"2161",0.742,0.788,-10.803,130.849,0.514
"2162",0.645,0.598,-13.18,105.929,0.913
"2163",0.388,0.338,-10.054,177.784,0.477
"2164",0.512,0.933,-4.343,100.543,0.71
"2165",0.612,0.685,-9.838,102.253,0.579
"2166",0.775,0.825,-6.337,128.362,0.881
"2167",0.377,0.682,-8.039,108.736,0.288
"2168",0.334,0.472,-8.792,179.167,0.431
"2169",0.666,0.668,-7.961,132.666,0.765
"2170",0.802,0.756,-10.791,131.715,0.963
"2171",0.867,0.746,-7.445,118.616,0.933
"2172",0.403,0.648,-8.1,126.682,0.904
"2173",0.654,0.506,-17.18,123.179,0.831
"2174",0.429,0.564,-6.784,104.212,0.276
"2175",0.537,0.929,-4.957,114.785,0.717
"2176",0.575,0.432,-13.642,132.145,0.348
"2177",0.805,0.437,-8.979,109.68,0.845
"2178",0.537,0.685,-8.935,120.965,0.542
"2179",0.786,0.87,-3.875,100.66,0.864
"2180",0.837,0.496,-11.821,125.017,0.964
"2181",0.575,0.67,-10.39,139.191,0.74
"2182",0.594,0.561,-11.666,140.286,0.617
"2183",0.346,0.335,-12.453,84.204,0.213
"2184",0.659,0.678,-8.18,106.186,0.647
"2185",0.611,0.566,-11.715,125.24,0.639
"2186",0.679,0.553,-14.687,109.071,0.946
"2187",0.878,0.821,-9.875,118.881,0.947
"2188",0.547,0.257,-12.358,75.752,0.169
"2189",0.754,0.759,-5.218,126.367,0.435
"2190",0.486,0.45,-10.298,100.456,0.55
"2191",0.577,0.808,-7.04,151.008,0.869
"2192",0.533,0.822,-5.419,91.353,0.463
"2193",0.796,0.711,-4.755,109.673,0.828
"2194",0.823,0.743,-13.98,120.471,0.966
"2195",0.36,0.851,-5.542,79.39,0.683
"2196",0.497,0.552,-7.102,124.359,0.633
"2197",0.527,0.509,-10.893,138.317,0.497
"2198",0.699,0.502,-12.526,105.266,0.676
"2199",0.502,0.681,-8.263,112.16,0.584
"2200",0.621,0.572,-9.979,116.391,0.915
"2201",0.704,0.834,-7.131,103.555,0.923
"2202",0.648,0.741,-8.568,105.794,0.829
"2203",0.44,0.565,-11.657,161.124,0.495
"2204",0.723,0.969,-4.516,126.653,0.728
"2205",0.619,0.22,-13.843,75.16,0.423
"2206",0.442,0.384,-14.635,123.281,0.216
"2207",0.404,0.754,-10.31,115.536,0.446
"2208",0.471,0.494,-10.407,79.255,0.373
"2209",0.513,0.979,-6.362,152.875,0.94
"2210",0.599,0.807,-6.971,109.497,0.846
"2211",0.647,0.868,-6.427,121.822,0.803
"2212",0.5,0.846,-8.098,134.937,0.738
"2213",0.602,0.522,-9.031,136.637,0.36
"2214",0.479,0.601,-8.806,124.966,0.669
"2215",0.614,0.763,-8.949,84.236,0.885
"2216",0.728,0.718,-5.281,95.922,0.733
"2217",0.728,0.824,-8.632,131.468,0.787
"2218",0.605,0.574,-10.536,129.449,0.543
"2219",0.74,0.605,-10.924,111.78,0.779
"2220",0.837,0.407,-12.416,105.013,0.922
"2221",0.575,0.912,-7.275,117.399,0.843
"2222",0.414,0.7,-8.838,76.79,0.37
"2223",0.245,0.833,-5.555,205.375,0.805
"2224",0.722,0.787,-7.333,90.839,0.708
"2225",0.225,0.687,-10.236,173.494,0.611
"2226",0.633,0.542,-12.318,130.314,0.879
"2227",0.686,0.632,-11.433,118.965,0.88
"2228",0.674,0.537,-10.971,110.578,0.809
"2229",0.58,0.732,-8.585,147.194,0.883
"2230",0.368,0.928,-8.369,141.175,0.532
"2231",0.678,0.499,-12.816,92.627,0.718
"2232",0.728,0.518,-11.114,88.708,0.833
"2233",0.617,0.533,-11.516,158.86,0.835
"2234",0.573,0.902,-7.638,84.412,0.876
"2235",0.828,0.447,-10.563,117.391,0.676
"2236",0.382,0.589,-7.315,140.059,0.335
"2237",0.709,0.824,-8.824,118.814,0.867
"2238",0.862,0.401,-12.088,109.142,0.8
"2239",0.701,0.943,-2.986,128.992,0.791
"2240",0.692,0.711,-7.498,125.135,0.875
"2241",0.637,0.811,-11.345,112.053,0.552
"2242",0.618,0.764,-6.027,81.366,0.876
"2243",0.661,0.552,-12.385,92.056,0.928
"2244",0.564,0.911,-5.39,173.938,0.582
"2245",0.639,0.923,-5.708,97.874,0.761
"2246",0.528,0.447,-15.255,72.58,0.292
"2247",0.596,0.869,-11.97,109.902,0.944
"2248",0.5,0.748,-9.072,118.852,0.514
"2249",0.439,0.422,-17.227,81.833,0.551
"2250",0.92,0.654,-3.051,117.046,0.847
"2251",0.397,0.861,-12.156,121.856,0.512
"2252",0.768,0.829,-5.109,118.773,0.962
"2253",0.655,0.533,-12.173,116.055,0.515
"2254",0.933,0.528,-6.472,109.967,0.754
"2255",0.746,0.79,-4.7,107.231,0.891
"2256",0.573,0.429,-8.68,139.097,0.361
"2257",0.641,0.894,-7.41,109.823,0.972
"2258",0.727,0.68,-11.297,107.775,0.683
"2259",0.508,0.834,-6.205,139.131,0.774
"2260",0.64,0.852,-8.119,122.902,0.793
"2261",0.54,0.96,-2.971,122.761,0.802
"2262",0.721,0.939,-11.823,113.309,0.914
"2263",0.607,0.784,-7.963,113.804,0.622
"2264",0.532,0.887,-3.757,122.511,0.795
"2265",0.69,0.54,-10.516,114.846,0.764
"2266",0.466,0.615,-9.102,108.016,0.812
"2267",0.565,0.764,-9.43,100.891,0.686
"2268",0.582,0.606,-9.961,111.441,0.504
"2269",0.672,0.792,-7.033,111.277,0.683
"2270",0.649,0.618,-10.728,114.688,0.667
"2271",0.749,0.699,-13.108,128.904,0.935
"2272",0.737,0.569,-6.702,167.196,0.912
"2273",0.555,0.757,-7.868,129.607,0.582
"2274",0.535,0.716,-5.025,94.379,0.901
"2275",0.727,0.685,-7.159,88.75,0.812
"2276",0.59,0.868,-5.832,184.348,0.798
"2277",0.754,0.366,-10.07,91.147,0.469
"2278",0.661,0.908,-4.897,144.091,0.656
"2279",0.742,0.833,-6.463,113.375,0.816
"2280",0.527,0.942,-5.64,148.723,0.495
"2281",0.724,0.436,-9.321,130.439,0.324
"2282",0.501,0.889,-5.175,133.519,0.257
"2283",0.607,0.795,-5.137,81.298,0.815
"2284",0.526,0.515,-11.169,136.543,0.518
"2285",0.711,0.292,-15.523,103.951,0.194
"2286",0.813,0.699,-8.656,117.548,0.732
"2287",0.539,0.858,-4.639,117.841,0.353
"2288",0.489,0.483,-9.466,136.822,0.333
"2289",0.777,0.725,-9.012,128.349,0.851
"2290",0.383,0.57,-7.019,114.147,0.183
"2291",0.84,0.654,-12.135,125.68,0.841
"2292",0.766,0.772,-9.362,128.166,0.92
"2293",0.901,0.654,-10.15,110.131,0.781
"2294",0.554,0.783,-5.852,105.39,0.813
"2295",0.705,0.847,-2.588,120.527,0.743
"2296",0.748,0.551,-9.054,113.535,0.65
"2297",0.435,0.658,-8.179,130.276,0.184
"2298",0.583,0.602,-6.364,74.008,0.388
"2299",0.643,0.801,-4.921,95.988,0.534
"2300",0.454,0.91,-7.766,125.116,0.63
"2301",0.662,0.644,-9.367,134.213,0.643
"2302",0.569,0.402,-10.151,144.635,0.696
"2303",0.817,0.599,-9.249,108.873,0.548
"2304",0.782,0.867,-3.763,138.859,0.896
"2305",0.857,0.468,-8.53,89.119,0.843
"2306",0.775,0.866,-3.598,131.34,0.876
"2307",0.632,0.727,-11.209,124.919,0.499
"2308",0.583,0.545,-11.698,153.25,0.8
"2309",0.553,0.838,-5.824,129.893,0.821
"2310",0.688,0.858,-6.496,92.253,0.697
"2311",0.446,0.239,-13.945,189.507,0.298
"2312",0.643,0.627,-10.972,114.477,0.725
"2313",0.461,0.918,-8.507,172.435,0.802
"2314",0.681,0.83,-6.088,103.777,0.817
"2315",0.742,0.883,-3.419,136.506,0.978
"2316",0.734,0.744,-8.103,117.651,0.961
"2317",0.887,0.48,-11.994,95.846,0.607
"2318",0.796,0.693,-6.02,108.8,0.954
"2319",0.741,0.576,-12.044,108.787,0.764
"2320",0.899,0.237,-14.805,111.503,0.744
"2321",0.66,0.927,-5.867,136.247,0.458
"2322",0.516,0.776,-6.409,177.399,0.859
"2323",0.273,0.952,-8.762,100.269,0.475
"2324",0.744,0.545,-9.361,97.409,0.346
"2325",0.7,0.781,-8.255,108.695,0.385
"2326",0.497,0.719,-9.397,95.769,0.547
"2327",0.524,0.802,-5.13,121.35,0.712
"2328",0.634,0.838,-5.363,95.011,0.541
"2329",0.286,0.5,-14.281,99.162,0.443
"2330",0.623,0.94,-5.731,131.037,0.837
"2331",0.614,0.928,-4.806,172.656,0.879
"2332",0.534,0.485,-8.045,80.923,0.102
"2333",0.862,0.479,-9.199,109.878,0.925
"2334",0.409,0.892,-4.373,174.426,0.651
"2335",0.299,0.613,-9.012,166.96,0.306
"2336",0.741,0.894,-3.826,114.869,0.96
"2337",0.315,0.715,-8.072,155.925,0.497
"2338",0.868,0.646,-4.674,88.641,0.67
"2339",0.522,0.676,-3.571,67.427,0.746
"2340",0.607,0.802,-6.849,174.201,0.901
"2341",0.529,0.741,-5.661,100.004,0.455
"2342",0.349,0.912,-3.603,164.001,0.224
"2343",0.559,0.928,-3.04,96.315,0.599
"2344",0.707,0.628,-9.684,187.548,0.87
"2345",0.759,0.699,-5.745,92.96,0.907
"2346",0.689,0.702,-5.642,99.031,0.484
"2347",0.715,0.833,-5.379,95.487,0.612
"2348",0.474,0.136,-14.114,124.412,0.2
"2349",0.529,0.654,-10.04,101.258,0.485
"2350",0.567,0.602,-8.619,202.351,0.767
"2351",0.818,0.653,-8.396,99.931,0.533
"2352",0.637,0.856,-4.34,113.32,0.846
"2353",0.743,0.675,-4.267,92.909,0.59
"2354",0.641,0.63,-6.393,79.955,0.415
"2355",0.442,0.943,-3.205,85.064,0.781
"2356",0.502,0.912,-4.556,116.761,0.72
"2357",0.672,0.841,-5.992,125.437,0.82
"2358",0.663,0.838,-5.744,112.788,0.752
"2359",0.566,0.57,-9.875,134.537,0.491
"2360",0.543,0.912,-10.71,103.731,0.836
"2361",0.501,0.378,-9.37,119.987,0.178
"2362",0.587,0.493,-8.368,131.727,0.21
"2363",0.555,0.698,-8.874,168.12,0.816
"2364",0.651,0.946,-4.717,91.911,0.508
"2365",0.939,0.675,-7.232,96.918,0.795
"2366",0.853,0.606,-4.596,94.759,0.654
"2367",0.572,0.987,-6.259,152.636,0.126
"2368",0.563,0.536,-9.488,81.094,0.312
"2369",0.619,0.67,-10.319,129.267,0.777
"2370",0.541,0.692,-7.056,95.446,0.303
"2371",0.731,0.861,-5.881,104.034,0.78
"2372",0.499,0.761,-5.436,76.118,0.582
"2373",0.548,0.742,-6.536,119.496,0.583
"2374",0.765,0.29,-17.117,92.409,0.506
"2375",0.822,0.969,-11.471,128.007,0.765
"2376",0.8,0.894,-7.346,138.48,0.967
"2377",0.768,0.864,-6.145,110.008,0.891
"2378",0.627,0.8,-6.945,175.815,0.912
"2379",0.848,0.666,-6.547,96.662,0.744
"2380",0.867,0.517,-13.222,133.148,0.866
"2381",0.614,0.752,-6.271,95.018,0.444
"2382",0.669,0.809,-7.146,97.885,0.572
"2383",0.895,0.694,-4.384,93.944,0.632
"2384",0.77,0.471,-9.578,82.515,0.474
"2385",0.651,0.747,-7.269,147.518,0.776
"2386",0.814,0.862,-4.41,97.008,0.889
"2387",0.787,0.63,-12.295,125.347,0.882
"2388",0.511,0.574,-7.016,119.917,0.161
"2389",0.592,0.767,-2.788,96.483,0.328
"2390",0.558,0.364,-11.258,142.171,0.17
"2391",0.425,0.954,-3.756,178.043,0.933
"2392",0.535,0.505,-8.926,99.935,0.495
"2393",0.389,0.889,-6.546,171.121,0.524
"2394",0.692,0.912,-7.733,104.862,0.642
"2395",0.794,0.756,-11.331,124.25,0.759
"2396",0.683,0.772,-7.907,123.871,0.737
"2397",0.725,0.583,-9.942,79.984,0.765
"2398",0.726,0.679,-6.219,107.02,0.751
"2399",0.641,0.914,-4.798,107.996,0.723
"2400",0.886,0.844,-9.224,124.602,0.715
"2401",0.563,0.806,-6.826,95.188,0.42
"2402",0.613,0.72,-7.957,117.341,0.561
"2403",0.799,0.63,-9.279,103.647,0.772
"2404",0.98,0.535,-16.035,115.744,0.675
"2405",0.703,0.997,-7.666,132.872,0.391
"2406",0.559,0.345,-13.496,84.581,0.458
"2407",0.852,0.537,-7.424,100.369,0.483
"2408",0.736,0.811,-4.17,103.502,0.609
"2409",0.694,0.881,-4.053,121.554,0.924
"2410",0.683,0.739,-12.831,122.113,0.836
"2411",0.873,0.591,-8.942,123.091,0.496
"2412",0.481,0.865,-5.498,92.086,0.241
"2413",0.667,0.818,-9.149,136.957,0.761
"2414",0.644,0.599,-7.936,111.829,0.941
"2415",0.674,0.789,-6.903,129.804,0.918
"2416",0.652,0.917,-6.72,132.975,0.459
"2417",0.762,0.646,-8.69,95.992,0.819
"2418",0.439,0.434,-14.918,94.845,0.204
"2419",0.295,0.593,-7.572,85.482,0.37
"2420",0.586,0.872,-5.066,159.925,0.729
"2421",0.5,0.824,-5.846,120.125,0.539
"2422",0.383,0.662,-5.162,121.154,0.138
"2423",0.867,0.531,-8.753,99.136,0.722
"2424",0.624,0.879,-6.663,109.73,0.526
"2425",0.675,0.888,-3.018,124.961,0.74
"2426",0.624,0.826,-5.534,110.372,0.526
"2427",0.556,0.92,-4.606,121.138,0.771
"2428",0.845,0.576,-5.15,127.641,0.461
"2429",0.737,0.88,-6.449,115.998,0.329
"2430",0.69,0.805,-11.522,127.808,0.799
"2431",0.766,0.271,-5.697,116.02,0.0371
"2432",0.53,0.433,-10.598,160.14,0.274
"2433",0.62,0.282,-10.533,124.609,0.193
"2434",0.556,0.538,-5.408,143.95,0.291
"2435",0.586,0.525,-7.163,133.629,0.508
"2436",0.772,0.256,-8.545,118.902,0.357
"2437",0.397,0.172,-15.698,101.275,0.123
"2438",0.684,0.603,-8.127,81,0.504
"2439",0.738,0.491,-9.726,94.378,0.448
"2440",0.505,0.397,-9.349,95.063,0.558
"2441",0.739,0.448,-10.28,81.044,0.553
"2442",0.746,0.538,-6.479,101.018,0.516
"2443",0.658,0.591,-5.197,114.078,0.326
"2444",0.524,0.364,-10.209,75.24,0.436
"2445",0.397,0.26,-17.302,78.175,0.295
"2446",0.8,0.585,-7.343,126.058,0.779
"2447",0.807,0.346,-10.275,84.98,0.0608
"2448",0.699,0.601,-6.48,98.04,0.434
"2449",0.659,0.295,-8.528,74.037,0.36
"2450",0.441,0.219,-14.586,94.021,0.244
"2451",0.765,0.356,-5.556,97.001,0.19
"2452",0.761,0.247,-6.597,97.013,0.262
"2453",0.766,0.283,-10.33,97.04,0.144
"2454",0.788,0.601,-6.673,139.926,0.242
"2455",0.766,0.548,-4.29,82.944,0.424
"2456",0.795,0.594,-6.2,135.002,0.409
"2457",0.508,0.234,-8.724,195.092,0.392
"2458",0.41,0.726,-3.845,77.226,0.552
"2459",0.484,0.716,-7.193,184.131,0.365
"2460",0.656,0.578,-8.97,94.514,0.556
"2461",0.568,0.368,-12.486,79.697,0.0544
"2462",0.769,0.511,-6.673,123.954,0.507
"2463",0.689,0.394,-10.102,117.489,0.382
"2464",0.763,0.516,-9.267,93.5,0.363
"2465",0.472,0.265,-10.059,111.558,0.204
"2466",0.492,0.489,-7.853,163.996,0.0348
"2467",0.422,0.349,-12.424,57,0.134
"2468",0.828,0.581,-2.659,133.999,0.145
"2469",0.538,0.449,-8.078,132.639,0.27
"2470",0.652,0.549,-7.555,120.073,0.186
"2471",0.575,0.714,-5.247,144.982,0.32
"2472",0.624,0.424,-8.237,76.669,0.584
"2473",0.635,0.319,-8.727,118.844,0.327
"2474",0.709,0.362,-9.814,122.043,0.113
"2475",0.468,0.438,-8.227,108.367,0.344
"2476",0.524,0.468,-9.73,121.874,0.149
"2477",0.586,0.525,-8.968,126.51,0.491
"2478",0.722,0.282,-7.484,91.367,0.217
"2479",0.566,0.465,-11.714,143.015,0.177
"2480",0.537,0.528,-7.666,96.931,0.124
"2481",0.454,0.791,-6.013,127.638,0.791
"2482",0.543,0.394,-9.637,137.811,0.118
"2483",0.598,0.252,-15.086,120.06,0.0352
"2484",0.585,0.421,-9.593,132.986,0.24
"2485",0.716,0.812,-5.233,133.047,0.385
"2486",0.589,0.673,-7.082,193.783,0.209
"2487",0.85,0.273,-11.567,116.894,0.572
"2488",0.441,0.57,-6.186,122.329,0.229
"2489",0.689,0.521,-5.845,95.055,0.178
"2490",0.395,0.33,-10.924,98.813,0.102
"2491",0.65,0.478,-7.512,99.979,0.147
"2492",0.547,0.294,-10.202,105.027,0.11
"2493",0.671,0.672,-9.188,117.96,0.186
"2494",0.764,0.262,-17.074,80.047,0.29
"2495",0.645,0.264,-10.075,76.025,0.221
"2496",0.771,0.466,-8.651,110.011,0.245
"2497",0.349,0.87,-4.746,169.649,0.417
"2498",0.551,0.821,-4.489,174.923,0.842
"2499",0.463,0.836,-2.776,141.955,0.713
"2500",0.624,0.91,-5.703,104.042,0.767
"2501",0.541,0.854,-6.196,86.044,0.454
"2502",0.699,0.812,-6.005,138.185,0.662
"2503",0.277,0.663,-8.821,104.561,0.527
"2504",0.646,0.977,1.585,123.016,0.606
"2505",0.697,0.919,-6.174,118.341,0.943
"2506",0.562,0.903,-4.46,132.009,0.791
"2507",0.607,0.835,-5.427,144.087,0.719
"2508",0.451,0.931,-3.871,122.961,0.172
"2509",0.591,0.939,-4.911,150.249,0.856
"2510",0.548,0.94,-2.274,121.994,0.783
"2511",0.745,0.466,-7.62,123.889,0.303
"2512",0.596,0.899,-3.967,146.448,0.939
"2513",0.237,0.842,-4.05,89.744,0.602
"2514",0.659,0.591,-6.713,121.14,0.707
"2515",0.537,0.712,-5.597,159.871,0.704
"2516",0.421,0.757,-6.034,140.102,0.672
"2517",0.584,0.931,-6.158,131.275,0.694
"2518",0.53,0.601,-4.364,123.009,0.572
"2519",0.649,0.888,-4.807,100.975,0.553
"2520",0.48,0.929,-4.082,125.321,0.799
"2521",0.509,0.916,-2.793,92.432,0.672
"2522",0.287,0.815,-6.594,171.653,0.302
"2523",0.764,0.759,-5.443,128.999,0.937
"2524",0.378,0.953,-3.632,167.808,0.512
"2525",0.4,0.934,-5.696,127.09,0.731
"2526",0.419,0.924,-4.404,139.977,0.362
"2527",0.582,0.984,-1.962,153.943,0.771
"2528",0.592,0.256,-14.031,76.361,0.103
"2529",0.646,0.751,-4.876,87.979,0.447
"2530",0.568,0.719,-5.406,106.036,0.539
"2531",0.886,0.727,-5.396,128.962,0.679
"2532",0.653,0.818,-8.125,174.984,0.198
"2533",0.312,0.543,-9.875,140.109,0.178
"2534",0.376,0.938,-4.9,120.514,0.385
"2535",0.562,0.959,-5.288,115.406,0.711
"2536",0.589,0.705,-5.236,112.402,0.394
"2537",0.326,0.929,-5.754,164.984,0.521
"2538",0.349,0.723,-5.189,138.804,0.775
"2539",0.434,0.842,-4.468,169.935,0.838
"2540",0.391,0.45,-9.251,121.946,0.344
"2541",0.673,0.76,-8.381,106.48,0.795
"2542",0.357,0.787,-4.979,175.882,0.191
"2543",0.593,0.658,-8.393,135.053,0.422
"2544",0.464,0.797,-5.244,129.964,0.547
"2545",0.688,0.804,-4.313,119.991,0.742
"2546",0.693,0.646,-6.484,145.116,0.89
"2547",0.176,0.917,-4.884,168.197,0.325
"2548",0.519,0.783,-6.261,96.019,0.259
"2549",0.53,0.809,-8.222,98.88,0.804
"2550",0.293,0.462,-11.412,124.004,0.0623
"2551",0.675,0.92,-3.823,142.599,0.936
"2552",0.472,0.626,-8.485,108.946,0.0705
"2553",0.525,0.833,-6.284,82.842,0.931
"2554",0.559,0.694,-4.957,153.977,0.788
"2555",0.523,0.85,-4.653,114.876,0.792
"2556",0.342,0.944,-3.873,158.805,0.413
"2557",0.463,0.368,-11.546,141.974,0.75
"2558",0.508,0.362,-9.688,107.459,0.328
"2559",0.329,0.857,-3.681,143.482,0.476
"2560",0.923,0.518,-6.008,93.023,0.682
"2561",0.508,0.953,-6.031,119.973,0.555
"2562",0.716,0.914,-6.907,118.579,0.69
"2563",0.529,0.455,-8.603,138.678,0.318
"2564",0.729,0.761,-4.277,130.007,0.763
"2565",0.558,0.539,-12.86,136.049,0.496
"2566",0.516,0.961,-5.37,150.147,0.458
"2567",0.537,0.951,-6.629,116.244,0.0964
"2568",0.516,0.94,-1.909,144.016,0.767
"2569",0.32,0.863,-5.089,149.998,0.0991
"2570",0.535,0.932,-2.954,97.48,0.554
"2571",0.455,0.972,-5.142,141.602,0.391
"2572",0.294,0.184,-10.421,141.245,0.0812
"2573",0.264,0.841,-6.31,150.102,0.716
"2574",0.714,0.438,-14.753,103.997,0.587
"2575",0.852,0.736,-3.863,132.064,0.926
"2576",0.761,0.721,-5.529,135.181,0.39
"2577",0.464,0.815,-6.371,161.845,0.467
"2578",0.64,0.755,-4.077,116.883,0.744
"2579",0.872,0.361,-9.88,100.001,0.489
"2580",0.436,0.804,-4.907,188.061,0.784
"2581",0.762,0.481,-12.744,109.351,0.467
"2582",0.507,0.729,-5.399,105.013,0.272
"2583",0.457,0.404,-9.1,128.01,0.479
"2584",0.498,0.721,-5.232,140.027,0.589
"2585",0.619,0.621,-4.709,176.173,0.501
"2586",0.318,0.918,-6.288,120.567,0.6
"2587",0.449,0.719,-5.121,174.008,0.347
"2588",0.39,0.834,-6.367,157.077,0.684
"2589",0.27,0.83,-4.592,117.314,0.205
"2590",0.692,0.467,-11.577,126.407,0.422
"2591",0.644,0.73,-6.565,116.981,0.695
"2592",0.697,0.529,-8.838,155.974,0.486
"2593",0.616,0.432,-9.546,84.778,0.302
"2594",0.608,0.474,-8.312,118.378,0.252
"2595",0.569,0.645,-7.368,74.985,0.247
"2596",0.728,0.638,-6.455,130.014,0.872
"2597",0.62,0.598,-10.396,122.964,0.343
"2598",0.52,0.389,-10.476,133.113,0.326
"2599",0.68,0.864,-4.761,117.022,0.277
"2600",0.458,0.597,-9.919,89.455,0.484
"2601",0.566,0.664,-9.081,91.117,0.764
"2602",0.694,0.812,-6.473,129.988,0.522
"2603",0.743,0.899,-5.675,111.98,0.265
"2604",0.521,0.759,-5.008,148.044,0.552
"2605",0.256,0.872,-3.822,115.072,0.575
"2606",0.373,0.63,-5.131,115.942,0.352
"2607",0.698,0.542,-4.317,140.096,0.664
"2608",0.457,0.883,-5.61,99.937,0.736
"2609",0.282,0.932,-4.701,190.08,0.536
"2610",0.775,0.281,-10.216,139.951,0.0398
"2611",0.527,0.716,-6.029,99.426,0.331
"2612",0.472,0.875,-5.024,136.064,0.461
"2613",0.546,0.912,-4.341,145.053,0.709
"2614",0.686,0.751,-5.747,100.222,0.851
"2615",0.828,0.724,-7.217,96.2,0.694
"2616",0.419,0.856,-5.443,152.009,0.721
"2617",0.618,0.565,-10.08,101.006,0.828
"2618",0.785,0.546,-8.644,81.677,0.719
"2619",0.459,0.187,-9.326,96.983,0.0625
"2620",0.522,0.845,-1.828,158.965,0.728
